dissimilarity,correlation,homogeneity,contrast,ASM,energy,label
1.86730340821684,0.132338056299289,0.7454240355607147,17.048173867487876,0.4966087015128694,0.7009519279565843,gl
1.9426675511507416,0.1297570007683634,0.7425741888043444,18.1008496542574,0.4965613125693686,0.7009072517791373,gl
1.7639642189654687,0.1206829399531602,0.7346935779202205,14.050391330502295,0.4802757661321836,0.6889096330435993,gl
1.8750070072977827,0.1387698702819697,0.7408680208701987,18.0238630340835,0.4780875494367683,0.6873122889643244,gl
2.224278049542794,0.1135892567186971,0.7170897594524961,21.294600094158817,0.4552998674754845,0.6700867364548571,gl
2.1911673366282454,0.1126111700329797,0.7168905347792336,20.48266073193158,0.4488401979004442,0.6651575876092091,gl
1.9626380051711831,0.1416171664225392,0.7558127845110924,20.25135459947157,0.5117642887642078,0.7119701002972587,gl
2.1949302580272545,0.1261243695529663,0.7264352149851068,22.458498932981723,0.4688365776548667,0.6802927936781411,gl
1.7994176923093006,0.1273903980375983,0.7338952922538177,15.235658926816804,0.4701714396229027,0.6813168097160684,gl
2.2381395027616517,0.1126100442537864,0.7009972850842854,21.367518426848413,0.4227231530233813,0.6445140927211721,gl
2.4761499822263238,0.1131596796626713,0.7011223970696746,26.209698754795102,0.4222849430182444,0.6442693952702164,gl
2.076815885298806,0.1379682634453953,0.7503007252107812,21.92496264531356,0.5058158857590245,0.7076720713024545,gl
2.8521013170018024,0.1025033073840925,0.6893589184085475,32.65629629796551,0.4162519992569701,0.6392608813158496,gl
1.955617354720644,0.1273778046760819,0.7344650414604613,18.00659098689612,0.4757239873739547,0.6854994109070235,gl
2.422523488993368,0.1213242666036528,0.6937069845324005,26.399712186604265,0.378300594596559,0.6079300362685642,gl
2.328966175157327,0.1050703667856649,0.6671099866862289,22.107109394131555,0.3380002992645742,0.5725524404715855,gl
1.7669487389337404,0.1214653092091344,0.7220315470968572,14.125588609693686,0.4447092140044006,0.6618803594723575,gl
2.172938198181669,0.1260836774375909,0.7208487200953289,22.007629036203515,0.4490340829106803,0.6651956172415159,gl
2.21971285687294,0.1125583231353367,0.7025075091785202,21.010444367799227,0.4242122469950518,0.6457026320442384,gl
