,dissimilarity,correlation,homogeneity,contrast,ASM,energy,label
0,1.632214331580235,0.15508985831073224,0.7934383668506854,15.829206034939666,0.5800108377494726,0.7593702667490245,gl
1,1.6677247686317687,0.16316236033220446,0.8027251374429148,17.873002283105023,0.6002471356247856,0.7727932018892871,gl
2,0.8334053173923679,0.16330475575177084,0.8164838844428634,4.547975145751791,0.5966551274665821,0.7704702830572036,gl
3,1.2760340223418134,0.18045591172187544,0.840094184296238,13.011946168664387,0.6628929695977351,0.8129203103647092,gl
4,1.1638115113339855,0.17570741664085646,0.8392047003016911,10.268622849396609,0.6616275478583995,0.8121476588849167,gl
5,1.776626457517939,0.14593954026437145,0.7763666418294787,17.192882878750815,0.5543973019572893,0.7419330230467629,gl
6,1.553050340427267,0.1528368417568697,0.7930220188237244,13.971431883969345,0.583183783914135,0.7614636178259664,gl
7,1.2632788292971302,0.18024016696801862,0.841351335268401,12.478092639024783,0.6672290187572475,0.8155946785335815,gl
8,1.6817890523075671,0.14663069503879367,0.7907078034288675,15.480308856205156,0.5772764788793221,0.7575327706778615,gl
9,1.5926619577625576,0.16434676514998717,0.8072480976443989,16.532493476842795,0.6039517707623431,0.7752295355077148,gl
10,1.657548261170906,0.1483577534225058,0.773461500123094,15.317712155495752,0.5424610031552259,0.7336905314533323,gl
11,1.5105975823548592,0.15307787288747374,0.7852996874728979,13.340286483814413,0.5668247281636651,0.750458826522623,gl
12,1.594125208944879,0.15705793939662396,0.7970586411307524,15.385455525318001,0.5750910634832129,0.7561038139405548,gl
13,1.6541038557974557,0.16568952663528722,0.8182885495760328,17.966740179590676,0.6186939094806532,0.7848850086370482,gl
14,1.6205274329337895,0.163017308972986,0.8023181558313065,16.83814033961187,0.5911018460577677,0.7668080132433942,gl
15,1.52155381095075,0.16215981622610962,0.808512849992661,14.678655516144808,0.6105222617451235,0.779515843347607,gl
16,1.6538280230756683,0.1480571875800053,0.7748238905548257,15.322068783635029,0.549127836161445,0.7383500493709684,gl
17,1.3402871208414875,0.15932698518152916,0.8029254635759421,11.093621957558707,0.5977586236964695,0.7711455081452018,gl
18,1.341537604982061,0.16360086149688816,0.8113839454821855,11.777438030006522,0.6063933195960418,0.776843650294625,gl
19,1.6205274329337895,0.163017308972986,0.8023181558313065,16.83814033961187,0.5911018460577677,0.7668080132433942,gl
20,1.8831749684034587,0.17246918116343835,0.8148921512299367,25.079791462818008,0.6225738974097371,0.7873200554270255,gl
21,1.4556081315231568,0.16847299174502142,0.8101862615591664,14.470887225823546,0.6058897945545685,0.7765328879301274,gl
22,1.2887051278131114,0.17117193868508307,0.8170210013751203,11.703328848662752,0.6175153108888377,0.7840907926434331,gl
23,1.2478958995841485,0.16183232306159256,0.8091843069333732,10.01418022260274,0.6046233042829077,0.7756806464130522,gl
24,1.3028624174412922,0.16608977108091044,0.8170888393979133,11.343714326484024,0.6214519652463292,0.7866239780393456,gl
25,1.4985571336839525,0.15339976161974414,0.7995988549959943,13.09742118701076,0.5955256059739373,0.7696534766347412,gl
26,2.5529636964455698,0.11335888241044008,0.7140245192353922,27.902386422513743,0.4521862398505838,0.6676711303444863,gl
27,1.9528319625672772,0.12842491630518912,0.73252493343126,18.103916310047712,0.4712204282607929,0.682167692340104,gl
28,2.428813498858447,0.11909221114963159,0.7206250630204076,26.18891802226026,0.46319267001657016,0.6760503225671407,gl
29,2.0573763912671232,0.14352439943296685,0.762406238335339,22.56887600395466,0.5257977851743532,0.7219811257128925,gl
30,1.8681887463652527,0.13517236706526264,0.7624272257804429,17.457915124023657,0.5278274539390911,0.7234358340554521,gl
31,1.7342649372846641,0.14542097592724051,0.7758771975749311,16.358059393225187,0.5507808946546815,0.739435276176925,gl
32,2.3471303663077476,0.13170097000142367,0.7578858250857814,26.72651120147573,0.5289957301065216,0.724209394414673,gl
33,1.4882175472928898,0.19326599171355868,0.8579627945192759,20.905321851557392,0.7007327668375164,0.8361375676085089,gl
34,2.373370461512044,0.13290614476479673,0.7491572515128837,27.57385625752645,0.5068611488280323,0.7084138234332292,gl
35,2.407496318149529,0.12923528465289935,0.7358122925021247,27.609738398628984,0.4783285726217278,0.6874945195533073,gl
36,2.2759365488999066,0.13833444431954633,0.7512170161291731,26.41522188096937,0.5045662742923659,0.7067905490386008,gl
