dissimilarity,correlation,homogeneity,contrast,ASM,energy,label
1.632214331580235,0.1550898583107322,0.7934383668506854,15.829206034939666,0.5800108377494726,0.7593702667490245,gl
1.6677247686317689,0.1631623603322044,0.8027251374429148,17.873002283105023,0.6002471356247856,0.7727932018892871,gl
0.8334053173923679,0.1633047557517708,0.8164838844428634,4.547975145751791,0.5966551274665821,0.7704702830572036,gl
1.2760340223418134,0.1804559117218754,0.840094184296238,13.011946168664387,0.6628929695977351,0.8129203103647092,gl
1.1638115113339855,0.1757074166408564,0.8392047003016911,10.268622849396609,0.6616275478583995,0.8121476588849167,gl
1.776626457517939,0.1459395402643714,0.7763666418294787,17.192882878750815,0.5543973019572893,0.7419330230467629,gl
1.553050340427267,0.1528368417568697,0.7930220188237244,13.971431883969345,0.583183783914135,0.7614636178259664,gl
1.2632788292971302,0.1802401669680186,0.841351335268401,12.478092639024783,0.6672290187572475,0.8155946785335815,gl
1.6817890523075671,0.1466306950387936,0.7907078034288675,15.480308856205156,0.5772764788793221,0.7575327706778615,gl
1.5926619577625576,0.1643467651499871,0.8072480976443989,16.532493476842795,0.6039517707623431,0.7752295355077148,gl
1.657548261170906,0.1483577534225058,0.773461500123094,15.317712155495752,0.5424610031552259,0.7336905314533323,gl
1.5105975823548592,0.1530778728874737,0.7852996874728979,13.340286483814412,0.5668247281636651,0.750458826522623,gl
1.594125208944879,0.1570579393966239,0.7970586411307524,15.385455525318,0.5750910634832129,0.7561038139405548,gl
1.6541038557974557,0.1656895266352872,0.8182885495760328,17.966740179590676,0.6186939094806532,0.7848850086370482,gl
1.6205274329337895,0.163017308972986,0.8023181558313065,16.83814033961187,0.5911018460577677,0.7668080132433942,gl
1.52155381095075,0.1621598162261096,0.808512849992661,14.678655516144808,0.6105222617451235,0.779515843347607,gl
1.6538280230756683,0.1480571875800053,0.7748238905548257,15.322068783635029,0.549127836161445,0.7383500493709684,gl
1.3402871208414875,0.1593269851815291,0.8029254635759421,11.093621957558709,0.5977586236964695,0.7711455081452018,gl
1.341537604982061,0.1636008614968881,0.8113839454821855,11.777438030006522,0.6063933195960418,0.776843650294625,gl
1.6205274329337895,0.163017308972986,0.8023181558313065,16.83814033961187,0.5911018460577677,0.7668080132433942,gl
1.8831749684034589,0.1724691811634383,0.8148921512299367,25.079791462818008,0.6225738974097371,0.7873200554270255,gl
1.4556081315231568,0.1684729917450214,0.8101862615591664,14.470887225823546,0.6058897945545685,0.7765328879301274,gl
1.2887051278131114,0.171171938685083,0.8170210013751203,11.703328848662752,0.6175153108888377,0.7840907926434331,gl
1.2478958995841485,0.1618323230615925,0.8091843069333732,10.01418022260274,0.6046233042829077,0.7756806464130522,gl
1.3028624174412922,0.1660897710809104,0.8170888393979133,11.343714326484024,0.6214519652463292,0.7866239780393456,gl
1.4985571336839525,0.1533997616197441,0.7995988549959943,13.09742118701076,0.5955256059739373,0.7696534766347412,gl
2.5529636964455698,0.11335888241044,0.7140245192353922,27.902386422513743,0.4521862398505838,0.6676711303444863,gl
1.9528319625672768,0.1284249163051891,0.73252493343126,18.103916310047712,0.4712204282607929,0.682167692340104,gl
2.428813498858447,0.1190922111496315,0.7206250630204076,26.18891802226026,0.4631926700165701,0.6760503225671407,gl
2.0573763912671232,0.1435243994329668,0.762406238335339,22.56887600395466,0.5257977851743532,0.7219811257128925,gl
1.868188746365253,0.1351723670652626,0.7624272257804429,17.457915124023657,0.5278274539390911,0.7234358340554521,gl
1.734264937284664,0.1454209759272405,0.7758771975749311,16.358059393225187,0.5507808946546815,0.739435276176925,gl
2.347130366307748,0.1317009700014236,0.7578858250857814,26.72651120147573,0.5289957301065216,0.724209394414673,gl
1.4882175472928898,0.1932659917135586,0.8579627945192759,20.905321851557392,0.7007327668375164,0.8361375676085089,gl
2.373370461512044,0.1329061447647967,0.7491572515128837,27.57385625752645,0.5068611488280323,0.7084138234332292,gl
2.407496318149529,0.1292352846528993,0.7358122925021247,27.609738398628984,0.4783285726217278,0.6874945195533073,gl
2.2759365488999066,0.1383344443195463,0.7512170161291731,26.41522188096937,0.5045662742923659,0.7067905490386008,gl
2.435529542468648,0.1151910666828995,0.7203346410392395,25.71499520225239,0.4587831056902775,0.6726802458844883,gl
2.5166432682680937,0.1244837380235603,0.7346094487809183,29.225074066743318,0.4829847102413309,0.6909312249440237,gl
1.3931501753098494,0.1573644428586177,0.7970496285741497,11.777371779191125,0.5835080648730544,0.7617065371509264,gl
1.8387659001956944,0.1679812764196488,0.8066830437126902,22.85113823997064,0.6039357246379444,0.7752360483352063,gl
1.5094751406555766,0.1670347819979905,0.8111612864111237,15.36888899930691,0.6125919301576153,0.780894833307979,gl
1.3336066179468369,0.1619628521969032,0.8214500880799259,11.304980532452714,0.6348422701515004,0.7952071315802777,gl
1.5496129423515983,0.1400813589473122,0.771685265763927,12.503599202951726,0.5437732516179734,0.7346305474857185,gl
1.499706330520222,0.1473382657392418,0.7837790493172079,12.424018596094264,0.5633284741720985,0.7480760283217456,gl
1.3432257267204832,0.1551561201446839,0.8045621484586069,10.703976068166998,0.6024427278470954,0.7742275545064484,gl
1.9458450239213416,0.1175782298145203,0.7335095954910262,16.705269200751218,0.4799886055188485,0.6887217028863574,gl
1.8257922068656236,0.1336357967121672,0.7482600850515831,16.4160971644651,0.4903359059610364,0.6964143876999808,gl
2.2371326901908004,0.1222871464587733,0.7164893014775322,22.70515839041095,0.4405843029071911,0.6587011163341789,gl
2.214414711022608,0.123110584839162,0.7173981171687184,22.3900704666896,0.4448545992387653,0.6620164286032513,gl
1.978669451682621,0.1165311676684879,0.7257464944811869,17.142926881966375,0.4577557841204398,0.6719816442865525,gl
1.917535571591651,0.143911530737248,0.7644949627080714,19.673686704990217,0.5131457688354597,0.7130724554840175,gl
1.8893101404351285,0.1212091665506119,0.7348082399762378,16.09839516571236,0.4829533843522382,0.6908753280268959,gl
1.870479336144918,0.1407257736417289,0.7653506726718577,18.22160165043878,0.5333577678608572,0.7273078472108614,gl
1.903477018669483,0.1122330076565136,0.7166361293188943,15.419331985442144,0.4519457741893443,0.6674273202228408,gl
1.91588821958578,0.123443679907287,0.7286838754464309,16.80707189232714,0.4673509710674673,0.679176552126229,gl
1.8901389483447488,0.1322199893805534,0.7415017769967656,17.399931328481728,0.4828677001682143,0.6908761671298373,gl
2.2275626242016044,0.1201462301934085,0.7161573164650752,22.208295103409046,0.4445086581963266,0.6617403186749446,gl
2.068598982876513,0.1477217166473653,0.7716466398278,23.59366877157841,0.5458445736000475,0.7360083621085213,gl
2.0629921013374197,0.1210580809372547,0.7219692799215316,19.183559029949613,0.4574215917706845,0.6717049519937754,gl
1.7217032575016311,0.1453075797816152,0.7755689142582616,16.05193809116113,0.5484685237378839,0.7378503859019616,gl
2.030328221828115,0.1408233706816484,0.7599647465377191,21.478353820123942,0.5220251360511827,0.7192868352367374,gl
1.4379892367906058,0.1516637186627725,0.80790847840348,11.838662701810172,0.600153747549546,0.7727381023287669,gl
1.2100826096705806,0.1575793790235744,0.7989114269019885,8.897875642123289,0.5796956346742929,0.7591674978031935,gl
