,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,2.455422943811076,2.4601337353467985,0.09352321836268761,2.4601337353467985,-0.15359480244314527,-0.1539287659954075,0.9908045596311165,-0.1539287659954075,0.6740030834458338,0.6734122954183837,0.960868467960257,0.6734122954183837,22.641197577361563,22.685410863287792,0.18067616601435077,22.685410863287792,0.4347997409868443,0.43405982960313805,0.6835154058583569,0.43405982960313805,0.6593934644708305,0.6588321710444459,0.8267499052666151,0.6588321710444459,gl
1,2.549559751628664,2.5545108588257035,0.11208873532289594,2.5545108588257035,-0.15643011816434552,-0.15677909669851417,0.9890163146348278,-0.15677909669851417,0.6724667568920395,0.6718449149035114,0.9541401685183155,0.6718449149035114,24.026992569218248,24.073973877623875,0.22845829256360015,24.073973877623875,0.4347107229512165,0.4338964605623062,0.6837416062016454,0.4338964605623062,0.6593259610778394,0.6587081755696571,0.8268866948993951,0.6587081755696571,gl
2,2.3145256514657975,2.31889697023783,0.1035372839204174,2.31889697023783,-0.1678129870262982,-0.16817174166791424,0.9868882301747678,-0.16817174166791424,0.6609327959644453,0.6603460073871598,0.9571495009421169,0.6603460073871598,18.639820846905526,18.676116957871468,0.2095105593607304,18.676116957871468,0.4170002869090764,0.4163119009174609,0.6714789757847363,0.4163119009174609,0.6457555937884522,0.6452223654814369,0.8194382074230712,0.6452223654814369,gl
3,2.461102911237787,2.465919159596372,0.10708679876060005,2.465919159596372,-0.14487218652381165,-0.14519685809491237,0.9903453838415153,-0.14519685809491237,0.6699854784352506,0.6693396574537142,0.9548072901381158,0.6693396574537142,23.93324256921825,23.980078660351744,0.20205224641226377,23.980078660351744,0.41501960199324944,0.4141390147055383,0.6690525663427471,0.4141390147055383,0.6442201502539714,0.6435363351867075,0.8179563352299114,0.6435363351867075,gl
4,2.9211700936482097,2.9266673891010133,0.1226073263209392,2.9266673891010133,-0.1777949327324036,-0.17817528460081172,0.9885025288088155,-0.17817528460081172,0.639528172351391,0.6389290733688233,0.9509727187209471,0.6389290733688233,28.264024328175893,28.31908310332297,0.2762098418134381,28.31908310332297,0.39020801071890543,0.3895606023262884,0.6518702545304561,0.3895606023262884,0.6246663195009841,0.62414790100287,0.8073848243127041,0.62414790100287,gl
5,2.8832018526058647,2.8887574341681708,0.10395262557077616,2.8887574341681708,-0.1802659930639882,-0.1806703784952963,0.9920514301864998,-0.1806703784952963,0.6379744246226926,0.6373093057611575,0.9549691029719267,0.6373093057611575,27.21361207247559,27.266780981278337,0.18346889269406383,27.266780981278337,0.38362828388944165,0.38283404952429695,0.6460644086637416,0.38283404952429695,0.6193773356278397,0.6187358479385989,0.8037813189317985,0.6187358479385989,gl
6,2.5766083061889247,2.5815320282769316,0.11087965794194378,2.5815320282769316,-0.14085830519155584,-0.14115878408025948,0.9896445390422317,-0.14115878408025948,0.6896783254958285,0.689130324488206,0.9553121635721288,0.689130324488206,26.885372557003254,26.93786724631399,0.24431134825505443,26.93786724631399,0.45165618650398387,0.4509618676307169,0.6934772332914133,0.4509618676307169,0.6720537080501705,0.6715369443528159,0.8327528044332323,0.6715369443528159,gl
7,2.8897903094462545,2.895366433575348,0.09919785551206747,2.895366433575348,-0.16264744629633085,-0.1630078082981643,0.9931605411045248,-0.1630078082981643,0.6499900480081684,0.6493441084806298,0.957062594970999,0.6493441084806298,29.847190553745943,29.905515786252902,0.17577360567514605,29.905515786252902,0.4042983559779257,0.4035063417113116,0.6640352712189178,0.4035063417113116,0.6358446004944335,0.6352214902782427,0.8148835936616455,0.6352214902782427,gl
8,2.3674012622149827,2.3720303167449655,0.08620887353228959,2.3720303167449655,-0.16067479529945097,-0.16103929579160597,0.9923149790330565,-0.16103929579160597,0.658543543475447,0.657877243557977,0.9612831384238698,0.657877243557977,20.24307817589576,20.282688985638433,0.1341795600945856,20.282688985638433,0.4059406358350368,0.4050617715632185,0.6646215795301369,0.4050617715632185,0.637134707762053,0.6364446335410634,0.8152432640200942,0.6364446335410634,gl
9,2.9380242263843646,2.943747011990286,0.1270397606816697,2.943747011990286,-0.1794346582229977,-0.17984529549424513,0.9895654262266336,-0.17984529549424513,0.6194304884366963,0.6186991202944581,0.9471604113115291,0.6186991202944581,28.36927931596091,28.424769724051334,0.25125494333007153,28.424769724051334,0.3547381612228492,0.35385081072265867,0.628452829425359,0.35385081072265867,0.5955989936382106,0.5948536044462189,0.7927501683540401,0.5948536044462189,gl
10,3.2537179356677557,3.2599539766823695,0.13097403987279824,3.2599539766823695,-0.17930013956032917,-0.17969786004831556,0.9913345783076457,-0.17969786004831556,0.6202628994862355,0.6195844106710634,0.9450578674503358,0.6195844106710634,34.815571559446276,34.883562281277705,0.25609889717873446,34.883562281277705,0.35486798803329955,0.35409180386278893,0.6260881763141004,0.35409180386278893,0.5957079721082299,0.5950561350518024,0.7912573388690309,0.5950561350518024,gl
11,2.736703481270358,2.741985122102029,0.08658981572080893,2.741985122102029,-0.1473988236370713,-0.1477211880053259,0.9947142534293044,-0.1477211880053259,0.6804124022459208,0.6798237028667222,0.9611430928637594,0.6798237028667222,29.150491144136794,29.207460622015986,0.13443819308545338,29.207460622015986,0.4451039761917854,0.4443448415268914,0.6894698837905296,0.4443448415268914,0.66716113210512,0.6665919602927202,0.8303432325192575,0.6665919602927202,gl
12,3.756113853827364,3.7631329002976845,0.12609059034572725,3.7631329002976845,-0.19407747746045131,-0.19449359449445228,0.993070426084497,-0.19449359449445228,0.6035513249902745,0.6029113985305122,0.9480328853646914,0.6029113985305122,43.40151287662871,43.485817551329994,0.25214041095890466,43.485817551329994,0.3472872813442685,0.34660035542661,0.6244672731406861,0.34660035542661,0.5893108528987638,0.5887277430413909,0.790232417166422,0.5887277430413909,gl
13,2.572691877035831,2.577684427927612,0.09440868599151984,2.577684427927612,-0.16055228092362678,-0.16091126221250066,0.9918860240529559,-0.16091126221250066,0.6599816004579037,0.6593372380041377,0.9592040893756661,0.6593372380041377,23.92179611156352,23.968567731407415,0.16743237320613166,23.968567731407415,0.41204235997015015,0.4112140089275859,0.6684255716704967,0.4112140089275859,0.6419052577835378,0.6412597047433949,0.8175729763577663,0.6412597047433949,gl
